DATE,HOUR,RAIN_PER_HOUR
2014-12-06,16,0.03999999999999915
2014-12-06,18,0.040000000000000924
2014-12-06,21,0.03999999999999915
2014-12-07,1,0.0
2014-12-07,4,0.03999999999999915
2014-12-07,8,0.040000000000000924
2014-12-07,12,0.03999999999999915
2014-12-07,13,0.0
2014-12-07,16,0.040000000000000924
2014-12-07,22,0.02999999999999936
2014-12-08,1,0.0
2014-12-08,6,0.03999999999999915
2014-12-08,13,0.0
2014-12-08,14,0.040000000000000924
2014-12-08,23,0.03999999999999915
2014-12-09,1,0.0
2014-12-09,13,0.040000000000000924
2014-12-10,1,0.0
2014-12-10,13,0.0
2014-12-10,17,0.03999999999999915
2014-12-11,1,0.0
2014-12-11,13,0.040000000000000924
2014-12-12,1,0.0
2014-12-12,6,0.03999999999999915
2014-12-12,13,0.0
2014-12-12,20,0.040000000000000924
2014-12-13,1,0.0
2014-12-13,11,0.03999999999999915
2014-12-13,13,0.0
2014-12-14,1,0.0
2014-12-14,4,0.040000000000000924
2014-12-14,13,0.0
2014-12-15,1,0.03999999999999915
2014-12-15,13,0.0
2014-12-16,0,0.040000000000000924
2014-12-16,1,0.0
2014-12-16,13,0.0
2014-12-17,0,0.03999999999999915
2014-12-17,1,0.0
2014-12-17,13,0.0
2014-12-18,1,0.0
2014-12-18,3,0.040000000000000924
2014-12-18,13,0.0
2014-12-19,1,0.0
2014-12-19,2,0.03999999999999915
2014-12-19,13,0.0
2014-12-19,20,0.030000000000001137
2014-12-20,1,0.0
2014-12-20,6,0.03999999999999915
2014-12-20,13,0.0
2014-12-21,1,0.0
2014-12-21,10,0.03999999999999915
2014-12-21,13,0.0
2014-12-22,1,0.0
2014-12-22,13,0.0
2014-12-22,22,0.040000000000000924
2014-12-23,1,0.0
2014-12-23,13,0.0
2014-12-24,1,0.0
2014-12-24,13,0.0
2014-12-25,1,0.0
2014-12-25,13,0.0
2014-12-26,1,0.0
2014-12-26,13,0.0
2014-12-27,1,0.0
2014-12-27,2,0.03999999999999915
2014-12-27,13,0.0
2014-12-28,1,0.0
2014-12-28,13,0.0
2014-12-29,1,0.0
2014-12-29,13,0.040000000000000924
2014-12-30,1,0.0
2014-12-30,13,0.0
2014-12-31,1,0.0
2014-12-31,9,0.03999999999999915
2014-12-31,10,0.040000000000000924
2014-12-31,12,0.03999999999999915
2014-12-31,13,0.0
2014-12-31,17,0.040000000000000924
2014-12-31,21,0.03999999999999915
2015-01-01,1,0.0
2015-01-01,13,0.040000000000000924
2015-01-02,1,0.0
2015-01-02,4,0.03999999999999915
2015-01-02,13,0.0
2015-01-03,1,0.0
2015-01-03,13,0.0
2015-01-03,20,0.040000000000000924
2015-01-04,1,0.0
2015-01-04,13,0.0
2015-01-05,1,0.0
2015-01-05,13,0.0
2015-01-05,18,0.03999999999999915
2015-01-06,1,0.0
2015-01-06,13,0.0
2015-01-07,1,0.0
2015-01-07,13,0.0
2015-01-08,1,0.0
2015-01-08,13,0.0
2015-01-09,1,0.0
2015-01-09,4,0.040000000000000924
2015-01-09,13,0.0
2015-01-10,1,0.0
2015-01-10,13,0.0
2015-01-11,1,0.0
2015-01-11,13,0.0
2015-01-12,1,0.0
2015-01-12,13,0.0
2015-01-13,1,0.0
2015-01-13,13,0.0
2015-01-14,1,0.0
2015-01-14,13,0.0
2015-01-15,1,0.0
2015-01-16,1,0.0
2015-01-16,13,0.0
2015-01-17,1,0.0
2015-01-17,13,0.0
2015-01-18,1,0.0
2015-01-18,13,0.0
2015-01-19,1,0.0
2015-01-19,13,0.0
2015-01-20,1,0.0
2015-01-20,13,0.0
2015-01-21,13,0.0
2015-01-22,1,0.0
2015-01-22,13,0.0
2015-01-23,1,0.0
2015-01-23,13,0.0
2015-01-24,1,0.0
2015-01-24,13,0.0
2015-01-25,1,0.0
2015-01-25,13,0.0
2015-01-26,1,0.0
2015-01-26,13,0.0
2015-01-27,1,0.0
2015-01-27,13,0.0
2015-01-28,1,0.0
2015-01-28,13,0.0
2015-01-29,1,0.0
2015-01-29,13,0.0
2015-01-30,1,0.0
2015-01-30,13,0.0
2015-01-31,1,0.0
2015-01-31,13,0.0
2015-02-01,1,0.0
2015-02-01,13,0.0
2015-02-02,1,0.0
2015-02-02,13,0.0
2015-02-03,1,0.0
2015-02-03,13,0.0
2015-02-04,1,0.0
2015-02-04,13,0.0
2015-02-05,1,0.0
2015-02-05,11,0.3099999999999987
2015-02-05,12,0.040000000000000924
2015-02-05,13,0.0
2015-02-06,0,0.03999999999999915
2015-02-06,1,0.0
2015-02-06,13,0.11999999999999922
2015-02-06,14,0.5500000000000007
2015-02-06,15,0.11999999999999922
2015-02-06,16,0.4300000000000015
2015-02-06,17,0.8699999999999992
2015-02-06,18,0.8999999999999986
2015-02-06,19,0.28000000000000114
2015-02-06,20,0.3500000000000014
2015-02-06,21,0.1999999999999993
2015-02-06,22,0.16000000000000014
2015-02-06,23,0.10999999999999943
2015-02-07,0,0.03999999999999915
2015-02-07,1,0.08000000000000185
2015-02-07,2,0.1999999999999993
2015-02-07,3,0.08000000000000185
2015-02-07,4,0.0799999999999983
2015-02-07,5,0.07000000000000028
2015-02-07,7,0.03999999999999915
2015-02-07,8,0.16000000000000014
2015-02-07,9,0.03999999999999915
2015-02-07,10,0.0400000000000027
2015-02-07,12,0.03999999999999915
2015-02-07,13,0.0799999999999983
2015-02-07,14,0.0400000000000027
2015-02-07,15,0.03999999999999915
2015-02-07,16,0.0799999999999983
2015-02-07,18,0.030000000000001137
2015-02-07,21,0.03999999999999915
2015-02-07,23,0.0400000000000027
2015-02-08,0,0.030000000000001137
2015-02-08,1,0.0
2015-02-08,7,0.11999999999999744
2015-02-08,8,0.16000000000000014
2015-02-08,9,0.08000000000000185
2015-02-08,10,0.03999999999999915
2015-02-08,11,0.4299999999999997
2015-02-08,12,0.5500000000000007
2015-02-08,13,0.120000000000001
2015-02-08,14,0.16000000000000014
2015-02-08,15,0.0799999999999983
2015-02-08,23,0.03999999999999915
2015-02-09,1,0.0
2015-02-09,3,0.03999999999999915
2015-02-09,13,0.0
2015-02-10,1,0.0
2015-02-10,13,0.0
2015-02-11,1,0.0
2015-02-11,13,0.0
2015-02-12,1,0.0
2015-02-12,13,0.0
2015-02-13,1,0.0
2015-02-14,1,0.0
2015-02-14,13,0.0
2015-02-24,1,0.0
2015-02-24,13,0.0
2015-02-25,1,0.0
2015-02-25,13,0.0
2015-02-26,1,0.0
2015-02-26,13,0.0
2015-02-27,1,0.0
2015-02-27,13,0.0
2015-02-28,1,0.0
2015-03-17,2,0.1999999999999993
2015-03-17,14,0.0
2015-03-18,2,0.0
2015-03-18,14,0.0
2015-03-19,2,0.0
2015-03-19,14,0.0
2015-03-20,2,0.0
2015-03-20,14,0.0
2015-03-21,2,0.0
2015-03-21,14,0.0
2015-03-22,2,0.0
2015-03-22,11,0.0400000000000027
2015-03-22,14,0.0
2015-03-23,0,0.0799999999999983
2015-03-23,1,0.16000000000000014
2015-03-23,2,0.0
2015-03-23,14,0.0
2015-03-24,2,0.0
2015-03-24,14,0.0
2015-03-25,2,0.0
2015-03-25,14,0.0
2015-03-26,2,0.0
2015-03-26,14,0.0
2015-03-27,2,0.0
2015-03-27,14,0.0
2015-03-28,2,0.0
2015-03-28,14,0.0
2015-03-29,2,0.0
2015-03-29,14,0.0
2015-03-30,2,0.0
2015-03-30,14,0.0
2015-03-31,2,0.0
2015-03-31,14,0.0
2015-04-01,2,0.0
2015-04-01,14,0.0
2015-04-02,2,0.0
2015-04-02,14,0.0
2015-04-03,2,0.0
2015-04-03,14,0.0
2015-04-04,2,0.0
2015-04-04,14,0.0
2015-04-05,2,0.0
2015-04-05,14,0.0
2015-04-06,2,0.0
2015-04-06,14,0.0
2015-04-07,2,0.0
2015-04-07,3,0.08000000000000185
2015-04-07,4,0.22999999999999687
2015-04-07,5,0.3200000000000003
2015-04-07,6,0.39000000000000057
2015-04-07,8,0.08000000000000185
2015-04-14,14,0.0
2015-04-15,2,0.0
2015-04-15,14,0.0
2015-04-16,2,0.0
2015-04-16,14,0.0
2015-04-17,2,0.0
2015-04-17,14,0.0
2015-04-18,2,0.0
2015-04-18,14,0.0
2015-04-19,2,0.0
2015-04-20,2,0.0
2015-04-20,14,0.0
2015-04-21,2,0.0
2015-04-21,14,0.0
2015-04-22,2,0.0
2015-04-22,14,0.0
2015-04-23,2,0.0
2015-04-23,14,0.0
2015-04-24,2,0.0
2015-04-24,14,0.0
2015-04-25,0,0.03999999999999915
2015-04-25,1,0.03999999999999915
2015-04-25,2,0.120000000000001
2015-04-25,3,0.18999999999999773
2015-04-25,4,0.28000000000000114
2015-04-25,5,0.03999999999999915
2015-04-25,14,0.0
2015-04-26,2,0.0
2015-04-26,14,0.0
2015-04-27,2,0.0
2015-04-27,14,0.0
2015-04-28,2,0.0
2015-04-28,14,0.0
2015-04-29,2,0.0
2015-04-29,14,0.0
2015-04-30,2,0.0
2015-04-30,14,0.0
2015-05-01,2,0.0
2015-05-01,14,0.0
2015-05-02,2,0.0
2015-05-02,14,0.0
2015-05-03,2,0.0
2015-05-03,14,0.0
2015-05-04,2,0.0
2015-05-04,14,0.0
2015-05-05,2,0.0
2015-05-05,14,0.0
2015-05-06,2,0.0
2015-05-06,14,0.0
2015-05-07,2,0.0
2015-05-07,13,0.0400000000000027
2015-05-07,14,0.0
2015-05-07,18,0.11999999999999744
2015-05-08,2,0.0
2015-05-08,14,0.0
2015-05-09,2,0.0
2015-05-10,2,0.0
2015-05-10,14,0.0
2015-05-11,2,0.0
2015-05-11,14,0.0
2015-05-12,2,0.0
2015-05-12,14,0.0
2015-05-13,2,0.0
2015-05-13,14,0.0
2015-05-14,2,0.0
2015-05-14,14,0.0
2015-05-15,2,0.0
2015-05-15,14,0.0
2015-05-16,2,0.0
2015-05-17,2,0.0
2015-05-17,14,0.0
2015-05-18,2,0.0
2015-05-21,13,0.030000000000001137
2015-05-21,14,0.03999999999999915
2015-05-22,14,0.1999999999999993
2015-05-23,2,0.0
2015-05-23,14,0.0
2015-05-24,2,0.0
2015-05-24,14,0.0
2015-05-25,2,0.0
2015-05-25,14,0.0
2015-05-26,2,0.0
2015-05-27,2,0.0
2015-05-27,14,0.0
2015-05-28,2,0.0
2015-05-28,14,0.0
2015-05-29,2,0.0
2015-05-29,14,0.0
2015-05-30,2,0.0
2015-05-30,14,0.0
2015-05-31,2,0.0
2015-05-31,14,0.0
2015-06-01,2,0.0
2015-06-01,14,0.0
2015-06-02,2,0.0
2015-06-02,14,0.0
2015-06-03,2,0.0
2015-06-03,14,0.0
2015-06-04,2,0.0
2015-06-04,14,0.0
2015-06-05,2,0.0
2015-06-05,14,0.0
2015-06-06,2,0.0
2015-06-06,14,0.0
2015-06-07,2,0.0
2015-06-07,14,0.0
2015-06-08,2,0.0
2015-06-08,14,0.0
2015-06-09,2,0.0
2015-06-09,14,0.0
2015-06-10,2,0.0
2015-06-10,14,0.0
2015-06-11,2,0.0
2015-06-11,14,0.0
2015-06-12,2,0.0
2015-06-12,14,0.0
2015-06-13,2,0.0
2015-06-13,14,0.0
2015-06-14,2,0.0
2015-06-14,14,0.0
2015-06-15,2,0.0
2015-06-15,14,0.0
2015-06-16,2,0.0
2015-06-16,14,0.0
2015-06-17,2,0.0
2015-06-17,14,0.0
2015-06-18,2,0.0
2015-06-18,14,0.0
2015-06-19,2,0.0
2015-06-28,14,0.0
2015-07-02,14,0.0
2015-07-03,2,0.0
2015-07-03,14,0.0
2015-07-04,2,0.0
2015-07-04,14,0.0
2015-07-05,2,0.0
2015-07-05,14,0.0
2015-07-06,2,0.0
2015-07-07,2,0.0
2015-07-07,14,0.0
2015-07-08,2,0.0
2015-07-08,14,0.0
2015-07-09,2,0.0
2015-07-09,14,0.0
2015-07-10,2,0.0
2015-07-10,14,0.0
2015-07-11,2,0.0
2015-07-11,14,0.0
2015-07-12,2,0.0
2015-07-12,14,0.0
2015-07-13,2,0.0
2015-07-13,14,0.0
2015-07-14,2,0.0
2015-07-14,14,0.0
2015-07-15,2,0.0
2015-07-15,14,0.0
2015-07-16,2,0.0
2015-07-16,14,0.0
2015-07-17,2,0.0
2015-07-17,14,0.0
2015-07-18,2,0.0
2015-07-18,14,0.0
2015-07-19,2,0.0
2015-07-19,14,0.0
2015-07-20,2,0.0
2015-07-20,14,0.0
2015-07-21,2,0.0
2015-07-21,14,0.0
2015-07-22,2,0.0
2015-07-22,14,0.0
2015-07-23,2,0.0
2015-07-23,14,0.0
2015-07-24,2,0.0
2015-07-24,14,0.0
2015-07-25,2,0.0
2015-07-25,14,0.0
2015-07-26,2,0.0
2015-07-26,14,0.0
2015-07-27,2,0.0
2015-07-27,14,0.0
2015-07-28,2,0.0
2015-07-28,14,0.0
2015-07-29,2,0.0
2015-07-29,14,0.0
2015-07-30,2,0.0
2015-07-30,14,0.0
2015-07-31,2,0.0
2015-07-31,14,0.0
2015-08-01,2,0.0
2015-08-01,14,0.0
2015-08-02,2,0.0
2015-08-02,14,0.0
2015-08-03,2,0.0
2015-08-03,14,0.0
2015-08-04,2,0.0
2015-08-04,14,0.0
2015-08-05,2,0.0
2015-08-05,14,0.0
2015-08-06,2,0.0
2015-08-06,14,0.0
2015-08-07,2,0.0
2015-08-07,14,0.0
2015-08-08,2,0.0
2015-08-08,14,0.0
2015-08-09,2,0.0
2015-08-09,14,0.0
2015-08-10,2,0.0
2015-08-10,14,0.0
2015-08-11,2,0.0
2015-08-11,14,0.0
2015-08-12,2,0.0
2015-08-12,14,0.0
2015-08-13,2,0.0
2015-08-13,14,0.0
2015-08-14,14,0.0
2015-08-15,2,0.0
2015-08-15,14,0.0
2015-08-16,2,0.0
2015-08-16,14,0.0
2015-08-17,2,0.0
2015-08-17,14,0.0
2015-08-18,2,0.0
2015-08-18,14,0.0
2015-08-19,2,0.0
2015-08-19,14,0.0
2015-08-20,2,0.0
2015-08-20,14,0.0
2015-08-21,2,0.0
2015-08-21,14,0.0
2015-08-22,2,0.0
2015-08-22,14,0.0
2015-08-23,2,0.0
2015-08-23,14,0.0
2015-08-24,2,0.0
2015-08-24,14,0.0
2015-08-25,2,0.0
2015-08-25,14,0.0
2015-08-26,2,0.0
2015-08-26,14,0.0
2015-08-27,2,0.0
2015-08-27,14,0.0
2015-08-28,2,0.0
2015-08-28,14,0.0
2015-08-29,2,0.0
2015-08-29,14,0.0
2015-08-30,2,0.0
2015-08-30,14,0.0
2015-08-31,2,0.0
2015-08-31,14,0.0
2015-09-01,2,0.0
2015-09-01,14,0.0
2015-09-02,2,0.0
2015-09-02,14,0.0
2015-09-03,2,0.0
2015-09-03,14,0.0
2015-09-04,2,0.0
2015-09-04,14,0.0
2015-09-05,2,0.0
2015-09-05,14,0.0
2015-09-06,2,0.0
2015-09-06,14,0.0
2015-09-07,2,0.0
2015-09-07,14,0.0
2015-09-08,2,0.0
2015-09-08,14,0.0
2015-09-09,2,0.0
2015-09-09,14,0.0
2015-09-10,2,0.0
2015-09-10,14,0.0
2015-09-11,2,0.0
2015-09-11,14,0.0
2015-09-12,2,0.0
2015-09-12,14,0.0
2015-09-13,2,0.0
2015-09-13,14,0.0
2015-09-14,2,0.0
2015-09-14,14,0.0
2015-09-15,14,0.0
2015-10-14,14,0.0400000000000027
2015-10-15,2,0.0
2015-10-15,11,0.23999999999999844
2015-10-15,14,0.0
2015-10-16,2,0.0
2015-10-16,14,0.0
2015-10-17,2,0.0
2015-10-17,14,0.0
2015-10-18,2,0.0
2015-10-18,14,0.0
2015-10-19,2,0.0
2015-10-19,14,0.0
2015-10-20,2,0.0
2015-10-20,14,0.0
2015-10-21,2,0.0
2015-10-21,14,0.0
2015-10-22,2,0.0
2015-10-22,14,0.0
2015-10-23,2,0.0
2015-10-23,14,0.0
2015-10-24,2,0.0
2015-10-24,14,0.0
2015-10-25,2,0.0
2015-10-25,14,0.0
2015-10-26,2,0.0
2015-10-26,14,0.0
2015-10-27,2,0.0
2015-10-27,14,0.0
2015-10-28,2,0.0
2015-10-28,14,0.0
2015-10-29,2,0.0
2015-10-29,14,0.0
2015-10-30,2,0.0
2015-10-30,14,0.0
2015-10-31,2,0.0
2015-10-31,14,0.0
2015-11-01,2,0.0
2015-11-01,13,0.0
2015-11-02,1,0.0
2015-11-02,2,0.03999999999999915
2015-11-02,3,0.15000000000000213
2015-11-02,4,0.23999999999999844
2015-11-02,5,0.08000000000000185
2015-11-02,6,0.11999999999999744
2015-11-02,7,0.07000000000000028
2015-11-02,8,0.240000000000002
2015-11-02,9,0.2799999999999976
2015-11-02,13,0.0
2015-11-03,1,0.0
2015-11-03,13,0.0
2015-11-04,1,0.0
2015-11-04,13,0.0
2015-11-05,1,0.0
2015-11-05,13,0.0
2015-11-06,1,0.0
2015-11-06,13,0.0
2015-11-07,1,0.0
2015-11-07,13,0.0
2015-11-08,1,0.0
2015-11-08,13,0.0400000000000027
2015-11-08,14,0.03999999999999915
2015-11-08,18,0.030000000000001137
2015-11-09,1,0.0
2015-11-09,9,0.11999999999999744
2015-11-09,10,0.16000000000000014
2015-11-09,11,0.0400000000000027
2015-11-09,13,0.03999999999999915
2015-11-10,1,0.0
2015-11-10,4,0.03999999999999915
2015-11-10,13,0.0
2015-11-11,1,0.0
2015-11-11,13,0.0
2015-11-12,1,0.0
2015-11-12,13,0.0
2015-11-13,1,0.0
2015-11-13,13,0.0
2015-11-14,1,0.0
2015-11-14,13,0.0
2015-11-15,1,0.0
2015-11-15,4,0.120000000000001
2015-11-15,5,0.10999999999999943
2015-11-15,6,0.0799999999999983
2015-11-15,7,0.0400000000000027
2015-12-14,13,3.1899999999999977
2015-12-15,1,0.0
2015-12-15,13,0.0
2015-12-16,1,0.0
2015-12-16,13,0.0
2015-12-17,1,0.0
2015-12-17,13,0.0
2015-12-18,0,0.0400000000000027
2015-12-18,1,0.0
2015-12-18,13,0.0
2015-12-18,19,0.0400000000000027
2015-12-18,20,0.03999999999999915
2015-12-18,21,0.03999999999999915
2015-12-18,22,0.03999999999999915
2015-12-18,23,0.03999999999999915
2015-12-19,0,0.03999999999999915
2015-12-19,1,0.0799999999999983
2015-12-19,2,0.0400000000000027
2015-12-19,10,0.029999999999997584
2015-12-19,13,0.0
2015-12-20,0,0.03999999999999915
2015-12-20,1,0.0
2015-12-20,13,0.0
2015-12-20,17,0.0400000000000027
2015-12-20,18,0.03999999999999915
2015-12-20,19,0.03999999999999915
2015-12-20,20,0.120000000000001
2015-12-20,21,0.0799999999999983
2015-12-20,22,0.0400000000000027
2015-12-21,0,0.0799999999999983
2015-12-21,1,0.03999999999999915
2015-12-21,3,0.0799999999999983
2015-12-21,4,0.0400000000000027
2015-12-21,5,0.03999999999999915
2015-12-21,6,0.07000000000000028
2015-12-21,8,0.03999999999999915
2015-12-21,9,0.03999999999999915
2015-12-21,10,0.0400000000000027
2015-12-21,11,0.03999999999999915
2015-12-21,12,0.03999999999999915
2015-12-21,13,0.0
2015-12-21,14,0.1999999999999993
2015-12-21,15,0.08000000000000185
2015-12-21,16,0.0799999999999983
2015-12-21,17,0.23000000000000043
2015-12-21,18,0.120000000000001
2015-12-21,19,0.0799999999999983
2015-12-21,20,0.03999999999999915
2015-12-21,21,0.03999999999999915
2015-12-21,22,0.12000000000000455
2015-12-21,23,0.030000000000001137
2015-12-22,0,0.0799999999999983
2015-12-22,1,0.0799999999999983
2015-12-22,2,0.1600000000000037
2015-12-22,3,0.1599999999999966
2015-12-22,4,0.10999999999999943
2015-12-22,5,0.1600000000000037
2015-12-22,6,0.0799999999999983
2015-12-22,7,0.03999999999999915
2015-12-22,8,0.03999999999999915
2015-12-22,9,0.03999999999999915
2015-12-22,13,0.0
2015-12-22,17,0.04000000000000625
2015-12-23,1,0.0
2015-12-24,1,0.0
2015-12-24,3,0.03999999999999915
2015-12-24,7,0.03999999999999915
2015-12-24,8,0.03999999999999915
2015-12-24,9,0.03999999999999915
2015-12-24,10,0.030000000000001137
2015-12-24,11,0.03999999999999915
2015-12-24,13,0.0
2015-12-24,18,0.0799999999999983
2015-12-24,20,0.03999999999999915
2015-12-25,1,0.0
2015-12-25,13,0.0
2015-12-26,1,0.0
2015-12-26,13,0.0
2015-12-27,1,0.0
2015-12-27,13,0.0
2015-12-27,23,0.03999999999999915
2015-12-28,1,0.0
2015-12-28,3,0.12000000000000455
2015-12-28,13,0.0
2015-12-29,1,0.0
2015-12-29,13,0.0
2015-12-30,1,0.0
2015-12-30,13,0.0
2015-12-31,1,0.0
2015-12-31,13,0.0
2016-01-01,1,0.0
2016-01-01,13,0.0
2016-01-02,1,0.0
2016-01-02,13,0.0
2016-01-03,1,0.0
2016-01-03,13,0.0
2016-01-03,20,0.03999999999999915
2016-01-04,0,0.07000000000000028
2016-01-04,1,0.0
2016-01-04,5,0.03999999999999915
2016-01-04,7,0.0799999999999983
2016-01-04,8,0.15000000000000568
2016-01-04,10,0.03999999999999915
2016-01-04,13,0.0
2016-01-04,16,0.03999999999999915
2016-01-04,17,0.03999999999999915
2016-01-04,18,0.03999999999999915
2016-01-04,19,0.03999999999999915
2016-01-04,20,0.0799999999999983
2016-01-04,21,0.0800000000000054
2016-01-04,22,0.0799999999999983
2016-01-04,23,0.11999999999999744
2016-01-05,0,0.12000000000000455
2016-01-05,1,0.3199999999999932
2016-01-05,2,0.12000000000000455
2016-01-05,3,0.14999999999999858
2016-01-05,4,0.28000000000000114
2016-01-05,5,0.3100000000000023
2016-01-05,6,0.0799999999999983
2016-01-05,8,0.03999999999999915
2016-01-05,10,0.0799999999999983
2016-01-05,11,0.12000000000000455
2016-01-05,13,0.03999999999999915
2016-01-05,20,0.03999999999999915
2016-01-06,0,0.0799999999999983
2016-01-06,1,0.0
2016-01-06,4,0.11999999999999744
2016-01-06,5,0.39000000000000057
2016-01-06,6,0.11999999999999744
2016-01-06,7,0.04000000000000625
2016-01-06,8,0.14999999999999858
2016-01-06,10,0.03999999999999915
2016-01-06,11,0.0799999999999983
2016-01-06,13,0.0799999999999983
2016-01-06,16,0.03999999999999915
2016-01-06,18,0.04000000000000625
2016-01-06,20,0.11999999999999744
2016-01-06,21,0.22999999999999687
2016-01-06,22,0.03999999999999915
2016-01-06,23,0.20000000000000284
2016-01-07,1,0.0
