Date,Calculated Cumulative Rainfall (inches),Daily Rainfall (inches),Discrepancy
2016-10-01,0.0,0.0,False
2016-10-02,0.0,0.0,False
2016-10-03,0.0,0.0,False
2016-10-04,0.0,0.0,False
2016-10-05,0.0,0.0,False
2016-10-06,0.0,0.0,False
2016-10-07,0.0,0.0,False
2016-10-08,0.0,0.0,False
2016-10-09,0.0,0.0,False
2016-10-10,0.0,0.0,False
2016-10-11,0.0,0.0,False
2016-10-12,0.0,0.0,False
2016-10-13,0.0,0.0,False
2016-10-14,1.6899999999999977,1.69,True
2016-10-15,1.3800000000000026,1.46,True
2016-10-16,4.25,4.17,True
2016-10-17,0.0,0.0,False
2016-10-18,0.0,0.0,False
2016-10-19,0.0,0.0,False
2016-10-20,0.0,0.0,False
2016-10-21,0.0,0.0,False
2016-10-22,0.0,0.0,False
2016-10-23,0.0,0.0,False
2016-10-24,0.0799999999999983,0.08000000000000007,True
2016-10-25,0.0,0.0,False
2016-10-26,0.0,0.0,False
2016-10-27,0.1599999999999966,0.15999999999999925,True
2016-10-28,1.1799999999999997,1.1800000000000006,True
2016-10-29,0.20000000000000284,0.1999999999999993,True
2016-10-30,0.509999999999998,0.5500000000000007,True
2016-10-31,0.9500000000000028,0.9499999999999993,True
2016-11-01,0.46999999999999886,0.4299999999999997,True
2016-11-02,0.03999999999999915,0.040000000000000924,True
2016-11-03,0.0,0.0,False
2016-11-04,0.0,0.0,False
2016-11-05,0.0,0.0,False
2016-11-06,0.0,0.0,False
2016-11-07,0.0,0.0,False
2016-11-08,0.0,0.0,False
2016-11-09,0.03999999999999915,0.03999999999999915,False
2016-11-10,0.0,0.0,False
2016-11-11,0.0,0.0,False
2016-11-12,0.0,0.0,False
2016-11-13,0.0,0.0,False
2016-11-14,0.0,0.0,False
2016-11-15,0.0,0.0,False
2016-11-16,0.0,0.0,False
2016-11-17,0.0,0.0,False
2016-11-18,0.0,0.0,False
2016-11-19,1.8100000000000023,1.8500000000000014,True
2016-11-20,0.509999999999998,0.46999999999999886,True
2016-11-21,0.03999999999999915,0.040000000000000924,True
2016-11-22,0.0,0.0,False
2016-11-23,0.1600000000000037,0.16000000000000014,True
2016-11-24,0.0,0.0,False
2016-11-25,0.0,0.0,False
2016-11-26,0.6700000000000017,0.6699999999999999,True
2016-11-27,0.5499999999999972,0.5499999999999989,True
2016-11-28,0.0799999999999983,0.08000000000000007,True
2016-11-29,0.03999999999999915,0.040000000000000924,True
2016-11-30,0.0,0.0,False
2016-12-01,0.0,0.0,False
2016-12-02,0.0,0.0,False
2016-12-03,0.0,0.0,False
2016-12-04,0.0,0.0,False
2016-12-05,0.0,0.0,False
2016-12-06,0.0,0.0,False
2016-12-07,0.1600000000000037,0.16000000000000014,True
2016-12-08,1.259999999999998,1.299999999999999,True
2016-12-09,0.4299999999999997,0.4299999999999997,False
2016-12-10,1.1799999999999997,1.1400000000000006,True
2016-12-11,0.0,0.0,False
2016-12-12,0.0,0.0,False
2016-12-13,0.0800000000000054,0.08000000000000185,True
2016-12-14,0.509999999999998,0.509999999999998,False
2016-12-15,3.779999999999994,3.780000000000001,True
2016-12-16,0.04000000000000625,0.03999999999999915,True
2016-12-17,0.0,0.0,False
2016-12-18,0.0,0.0,False
2016-12-19,0.0,0.0,False
2016-12-20,-44.91,0.0,True
2016-12-21,0.0,0.0,False
2016-12-22,0.0,0.0,False
2016-12-23,0.75,0.75,False
2016-12-24,0.0,0.0,False
2016-12-25,0.0,0.0,False
2016-12-26,0.0,0.0,False
2016-12-27,0.0,0.0,False
2016-12-28,0.0,0.0,False
2016-12-29,0.0,0.0,False
2016-12-30,0.0,0.0,False
2016-12-31,0.0,0.0,False
2017-01-01,0.0,0.0,False
2017-01-02,0.5899999999999999,0.5899999999999999,False
2017-01-03,3.1099999999999994,3.3099999999999987,True
2017-01-04,2.009999999999998,1.8500000000000014,True
2017-01-05,0.0400000000000027,0.0,True
2017-01-06,0.0,0.0,False
2017-01-07,2.789999999999999,2.870000000000001,True
2017-01-08,3.629999999999999,3.5500000000000007,True
2017-01-09,1.4200000000000017,1.4200000000000017,False
2017-01-10,3.030000000000001,3.029999999999994,True
2017-01-11,0.1599999999999966,0.1600000000000037,True
2017-01-12,0.6300000000000026,0.6299999999999955,True
2017-01-13,0.0,0.0,False
2017-01-14,0.0,0.0,False
2017-01-15,0.0,0.0,False
2017-01-16,0.0,0.0,False
2017-01-17,0.0,0.0,False
2017-01-18,2.1999999999999957,2.200000000000003,True
2017-01-19,0.4000000000000057,0.3999999999999986,True
2017-01-20,2.1299999999999955,2.1300000000000026,True
2017-01-21,0.4299999999999997,0.4299999999999997,False
2017-01-22,3.230000000000004,3.229999999999997,True
2017-01-23,0.3499999999999943,0.3500000000000014,True
2017-01-24,0.0,0.0,False
2017-01-25,0.0,0.0,False
2017-01-26,0.0,0.0,False
2017-01-27,0.0,0.0,False
2017-01-28,0.0,0.0,False
2017-01-29,0.0,0.0,False
2017-01-30,0.0,0.0,False
2017-01-31,0.0,0.0,False
2017-02-01,0.04000000000000625,0.03999999999999915,True
2017-02-02,1.259999999999998,1.2600000000000051,True
2017-02-03,1.5399999999999991,0.0,True
2017-02-04,0.35999999999999943,0.35999999999999943,False
2017-02-05,1.0200000000000031,1.0999999999999943,True
2017-02-06,1.8499999999999943,1.8500000000000014,True
2017-02-07,2.960000000000001,2.9200000000000017,True
2017-02-08,1.490000000000002,1.4500000000000028,True
2017-02-09,2.1700000000000017,2.1699999999999946,True
2017-02-10,0.30999999999999517,0.3100000000000023,True
2017-02-11,0.0,0.0,False
2017-02-12,0.0,0.0,False
2017-02-13,0.0,0.0,False
2017-02-14,0.0,0.0,False
2017-02-15,0.0,0.0,False
2017-02-16,0.7900000000000063,0.7899999999999991,True
2017-02-17,2.9599999999999937,2.960000000000001,True
2017-02-18,0.27000000000001023,0.269999999999996,True
2017-02-19,0.23999999999999488,0.2400000000000091,True
2017-02-20,4.140000000000001,4.140000000000001,False
2017-02-21,0.6700000000000017,0.6700000000000017,False
2017-02-22,0.0,0.0,False
2017-02-23,0.0,0.0,False
2017-02-24,0.0,0.0,False
2017-02-25,0.0,0.0,False
2017-02-26,0.030000000000001137,0.029999999999986926,True
2017-02-27,0.0,0.0,False
2017-02-28,0.0,0.0,False
2017-03-01,0.0,0.0,False
2017-03-02,0.0,0.0,False
2017-03-03,0.0,0.0,False
2017-03-04,0.7099999999999937,0.75,True
2017-03-05,0.3200000000000074,0.28000000000000114,True
2017-03-06,0.0799999999999983,0.0799999999999983,False
2017-03-07,0.0,0.0,False
2017-03-08,0.0,0.0,False
2017-03-09,0.0,0.0,False
2017-03-10,0.0,0.0,False
2017-03-11,0.0,0.0,False
2017-03-12,0.0,0.0,False
2017-03-13,0.0,0.0,False
2017-03-14,0.0,0.0,False
2017-03-15,0.0,0.0,False
2017-03-16,0.0,0.0,False
2017-03-17,0.0,0.0,False
2017-03-18,0.0,0.0,False
2017-03-19,0.0,0.0,False
2017-03-20,1.019999999999996,1.1000000000000085,True
2017-03-21,1.8900000000000006,2.010000000000005,True
2017-03-22,1.0699999999999932,0.8699999999999903,True
2017-03-23,0.0,0.0,False
2017-03-24,1.1000000000000085,1.1400000000000006,True
2017-03-25,0.11999999999999034,0.0799999999999983,True
2017-03-26,0.12000000000000455,0.12000000000000455,False
2017-03-27,0.0,0.0,False
2017-03-28,0.0,0.0,False
2017-03-29,0.0,0.0,False
2017-03-30,0.0,0.0,False
2017-03-31,0.0,0.0,False
2017-04-01,0.0,0.0,False
2017-04-02,0.0,0.0,False
2017-04-03,0.0,0.0,False
2017-04-04,0.0,0.0,False
2017-04-05,0.0,0.0,False
2017-04-06,0.75,0.8599999999999994,True
2017-04-07,1.5700000000000074,1.5,True
2017-04-08,0.28000000000000114,0.23999999999999488,True
2017-04-09,0.0,0.0,False
2017-04-10,0.0,0.0,False
2017-04-11,0.0799999999999983,0.0799999999999983,False
2017-04-12,0.46999999999999886,0.5900000000000034,True
2017-04-13,0.6299999999999955,0.5100000000000051,True
2017-04-14,0.0,0.0,False
2017-04-15,0.0,0.0,False
2017-04-16,0.5100000000000051,0.5100000000000051,False
2017-04-17,0.46999999999999886,0.46999999999999886,False
2017-04-18,0.0799999999999983,0.0,True
2017-04-19,0.0,0.0,False
2017-04-20,0.0799999999999983,0.0799999999999983,False
2017-04-21,0.0,0.0,False
2017-04-22,0.0,0.0,False
2017-04-23,0.0,0.0,False
2017-04-24,0.0,0.0,False
2017-04-25,0.0,0.0,False
2017-04-26,0.0,0.0,False
2017-04-27,0.0,0.0,False
2017-04-28,0.0,0.0,False
2017-04-29,0.0,0.0,False
2017-04-30,0.0,0.0,False
2017-05-01,0.0,0.0,False
2017-05-02,0.0,0.0,False
2017-05-03,0.0,0.0,False
2017-05-04,0.0,0.0,False
2017-05-05,0.0,0.0,False
2017-05-06,0.0,0.0,False
2017-05-07,0.0,0.0,False
2017-05-08,0.0,0.0,False
2017-05-09,0.0,0.0,False
2017-05-10,0.0,0.0,False
2017-05-12,0.0,0.0,False
2017-05-13,0.0,0.0,False
2017-05-14,0.0799999999999983,0.0799999999999983,False
2017-05-15,0.0,0.0,False
2017-05-16,0.0,0.0,False
2017-05-17,0.04000000000000625,0.03999999999999204,True
2017-05-18,0.0,0.0,False
2017-05-19,0.0,0.0,False
2017-05-20,0.0,0.0,False
2017-05-21,0.0,0.0,False
2017-05-22,0.0,0.0,False
2017-05-23,0.0,0.0,False
2017-05-24,0.0,0.0,False
2017-05-25,0.03999999999999204,0.04000000000000625,True
2017-05-26,0.0799999999999983,0.0799999999999983,False
2017-05-27,0.0,0.0,False
2017-05-28,0.0,0.0,False
2017-05-29,0.0,0.0,False
2017-05-30,0.0,0.0,False
2017-06-06,0.0,0.0,False
2017-06-07,0.0,0.0,False
2017-06-08,0.04000000000000625,0.04000000000000625,False
2017-06-09,0.0799999999999983,0.0799999999999983,False
2017-06-10,0.0,0.0,False
2017-06-11,0.0,0.0,False
2017-06-12,0.0,0.0,False
2017-06-13,0.0,0.0,False
2017-06-14,0.0,0.0,False
2017-06-15,0.0,0.0,False
2017-06-23,0.0,0.0,False
2017-06-24,0.0,0.0,False
2017-06-25,0.0,0.0,False
2017-06-26,0.0,0.0,False
2017-06-27,0.0,0.0,False
2017-06-28,0.0,0.0,False
2017-06-29,0.0,0.0,False
2017-06-30,0.0,0.0,False
2017-07-01,0.0,0.0,False
2017-07-02,0.0,0.0,False
2017-07-03,0.0,0.0,False
2017-07-04,0.0,0.0,False
2017-07-05,0.0,0.0,False
2017-07-06,0.0,0.0,False
2017-07-07,0.0,0.0,False
2017-07-08,0.0,0.0,False
2017-07-09,0.0,0.0,False
2017-07-10,0.0,0.0,False
2017-07-11,0.0,0.0,False
2017-07-12,0.0,0.0,False
2017-07-13,0.0,0.0,False
2017-07-14,0.0,0.0,False
2017-07-15,0.0,0.0,False
2017-07-16,0.0,0.0,False
2017-07-17,0.0,0.0,False
2017-07-18,0.0,0.0,False
2017-07-19,0.0,0.0,False
2017-07-20,0.0,0.0,False
2017-07-21,0.0,0.0,False
2017-07-22,0.0,0.0,False
2017-07-23,0.0,0.0,False
2017-07-24,0.0,0.0,False
2017-07-25,0.0,0.0,False
2017-07-26,0.0,0.0,False
2017-07-27,0.0,0.0,False
2017-07-28,0.0,0.0,False
2017-07-29,0.0,0.0,False
2017-07-30,0.0,0.0,False
2017-07-31,0.0,0.0,False
2017-08-01,0.0,0.0,False
2017-08-02,0.0,0.0,False
2017-08-03,0.0,0.0,False
2017-08-04,0.0,0.0,False
2017-08-05,0.0,0.0,False
2017-08-06,0.0,0.0,False
2017-08-07,0.0,0.0,False
2017-08-08,0.0,0.0,False
2017-08-09,0.0,0.0,False
2017-08-10,0.0,0.0,False
2017-08-11,0.0,0.0,False
2017-08-12,0.0,0.0,False
2017-08-13,0.0,0.0,False
2017-08-14,0.0,0.0,False
2017-08-15,0.0,0.0,False
2017-08-16,0.0,0.0,False
2017-08-17,0.0,0.0,False
2017-08-18,0.0,0.0,False
2017-08-19,0.0,0.0,False
2017-08-20,0.0,0.0,False
2017-08-21,0.0,0.0,False
2017-08-22,0.0,0.0,False
2017-08-24,0.0,0.0,False
2017-08-25,0.0,0.0,False
2017-08-26,0.0,0.0,False
2017-08-27,0.0,0.0,False
2017-08-28,0.0,0.0,False
2017-08-29,0.0,0.0,False
2017-08-30,0.0,0.0,False
2017-08-31,0.0,0.0,False
2017-09-01,0.0,0.0,False
2017-09-02,0.0,0.0,False
2017-09-03,0.0,0.0,False
2017-09-04,0.0,0.0,False
2017-09-05,0.0,0.0,False
2017-09-06,0.0,0.0,False
2017-09-07,0.0,0.0,False
2017-09-08,0.0,0.0,False
2017-09-09,0.0,0.0,False
2017-09-10,0.0,0.0,False
2017-09-11,0.0,0.0,False
2017-09-12,0.0,0.0,False
2017-09-13,0.0,0.0,False
2017-09-14,0.07000000000000739,0.06999999999999318,True
2017-09-15,0.0,0.0,False
2017-09-16,0.0,0.0,False
2017-09-17,0.0,0.0,False
2017-09-18,0.0,0.0,False
2017-09-19,0.0,0.0,False
2017-09-20,0.0,0.0,False
2017-09-21,0.0,0.0,False
2017-09-22,0.0,0.0,False
2017-09-23,0.0,0.0,False
2017-09-24,0.0,0.0,False
2017-09-25,0.0,0.0,False
2017-09-26,0.0,0.0,False
2017-09-27,0.0,0.0,False
2017-09-28,0.0,0.0,False
2017-09-29,0.0,0.0,False
2017-09-30,0.0,0.0,False
2017-10-01,0.0,0.0,False
2017-10-02,0.0,0.0,False
2017-10-03,0.0,0.0,False
2017-10-04,0.0,0.0,False
2017-10-05,0.0,0.0,False
2017-10-06,0.0,0.0,False
2017-10-07,0.0,0.0,False
2017-10-08,0.0,0.0,False
2017-10-09,0.0,0.0,False
2017-10-10,0.0,0.0,False
2017-10-11,0.0,0.0,False
2017-10-12,0.0,0.0,False
2017-10-13,0.0,0.0,False
2017-10-14,0.0,0.0,False
2017-10-15,0.0,0.0,False
2017-10-16,0.0,0.0,False
2017-10-17,0.0,0.0,False
2017-10-18,0.0,0.0,False
2017-10-19,0.11999999999999034,0.0,True
2017-10-20,0.20000000000000284,0.16,True
2017-10-21,0.0,0.0,False
2017-10-22,0.0,0.0,False
2017-10-23,0.0,0.0,False
2017-10-24,0.0,0.0,False
2017-10-25,0.0,0.0,False
2017-10-26,0.0,0.0,False
2017-10-27,0.0,0.0,False
2017-10-28,0.0,0.0,False
2017-10-29,0.0,0.0,False
2017-10-30,0.0,0.0,False
2017-10-31,0.0,0.0,False
2017-11-01,0.0,0.0,False
2017-11-02,0.0,0.0,False
2017-11-03,0.1599999999999966,0.0,True
2017-11-04,0.12000000000000455,0.0,True
2017-11-05,0.0,0.0,False
2017-11-06,0.0,0.0,False
2017-11-07,0.0,0.0,False
2017-11-08,0.5100000000000051,0.6699999999999999,True
2017-11-09,0.9799999999999898,0.82,True
2017-11-10,0.0799999999999983,0.08000000000000007,True
2017-11-11,0.0,0.0,False
2017-11-12,0.04000000000000625,0.040000000000000036,True
2017-11-13,0.12000000000000455,0.11999999999999988,True
2017-11-14,0.03999999999999204,0.040000000000000036,True
2017-11-15,0.0799999999999983,0.15999999999999992,True
2017-11-16,3.5,3.42,True
2017-11-17,0.0,0.0,False
2017-11-18,0.0,0.0,False
2017-11-19,0.0,0.0,False
2017-11-20,0.0,0.0,False
2017-11-22,0.0,0.0,False
2017-11-23,0.0,0.0,False
2017-11-24,0.0,0.0,False
2017-11-25,0.0,0.0,False
2017-11-26,0.75,0.75,False
2017-11-27,0.28000000000000114,0.28000000000000025,True
2017-11-28,0.0,0.0,False
2017-11-29,0.0,0.0,False
2017-11-30,0.0,0.0,False
2017-12-01,0.0,0.0,False
2017-12-02,0.0,0.0,False
2017-12-03,0.0,0.0,False
2017-12-04,0.0,0.0,False
2017-12-05,0.0,0.0,False
2017-12-06,0.0,0.0,False
2017-12-07,0.0,0.0,False
2017-12-08,-81.31,0.0,True
2017-12-09,0.0,0.0,False
2017-12-10,0.0,0.0,False
2017-12-11,0.0,0.0,False
2017-12-12,0.0,0.0,False
2017-12-13,0.0,0.0,False
2017-12-14,0.0,0.0,False
2017-12-15,0.0,0.0,False
2017-12-16,0.0,0.0,False
2017-12-17,0.0,0.0,False
2017-12-18,0.0,0.0,False
2017-12-19,0.0,0.0,False
2017-12-20,0.1200000000000001,0.1200000000000001,False
2017-12-21,0.0,0.0,False
2017-12-22,0.0,0.0,False
2017-12-23,0.0,0.0,False
2017-12-24,0.0,0.0,False
2017-12-25,0.0,0.0,False
2017-12-26,0.0,0.0,False
2017-12-27,0.0,0.0,False
2017-12-28,0.0,0.0,False
2017-12-29,0.0,0.0,False
2017-12-30,0.0,0.0,False
2017-12-31,0.0,0.0,False
2018-01-01,0.0,0.0,False
2018-01-02,0.0,0.0,False
2018-01-03,0.8300000000000001,0.8300000000000001,False
2018-01-04,0.2699999999999996,0.2699999999999996,False
2018-01-05,0.5999999999999996,0.5999999999999996,False
2018-01-06,0.11000000000000121,0.11000000000000121,False
2018-01-07,0.0,0.0,False
2018-01-08,3.0,3.16,True
2018-01-09,0.8300000000000001,0.6699999999999999,True
2018-01-10,0.02999999999999936,0.02999999999999936,False
2018-01-11,0.0,0.0,False
2018-01-12,0.0,0.0,False
2018-01-13,0.0,0.0,False
2018-01-14,0.0,0.0,False
2018-01-15,0.0,0.0,False
2018-01-16,0.0,0.0,False
2018-01-17,0.0,0.0,False
2018-01-18,0.27999999999999936,0.27999999999999936,False
2018-01-19,0.040000000000000924,0.040000000000000924,False
2018-01-20,0.0,0.0,False
2018-01-21,0.0,0.0,False
2018-01-22,0.27999999999999936,0.27999999999999936,False
2018-01-23,0.0,0.0,False
2018-01-24,0.5099999999999998,0.0,True
2018-01-25,0.08000000000000007,0.0,True
2018-01-27,0.040000000000000924,0.0,True
2018-01-28,0.0,0.0,False
2018-01-29,0.0,0.0,False
2018-01-30,0.0,0.0,False
2018-01-31,0.0,0.0,False
2018-02-01,0.0,0.0,False
2018-02-02,0.0,0.0,False
2018-02-03,0.0,0.0,False
2018-02-04,0.0,0.0,False
2018-02-05,0.0,0.0,False
2018-02-06,0.0,0.0,False
2018-02-07,0.0,0.0,False
2018-02-08,0.0,0.0,False
2018-02-09,0.0,0.0,False
2018-02-10,0.0,0.0,False
2018-02-11,0.0,0.0,False
2018-02-12,0.0,0.0,False
2018-02-13,0.0,0.0,False
2018-02-14,0.0,0.0,False
2018-02-15,0.0,0.0,False
2018-02-16,0.0,0.0,False
2018-02-17,0.0,0.0,False
2018-02-18,0.0,0.0,False
2018-02-19,0.0,0.0,False
2018-02-20,0.0,0.0,False
2018-02-21,0.0,0.0,False
2018-02-22,0.0,0.0,False
2018-02-23,0.0,0.0,False
2018-02-24,0.0,0.0,False
2018-02-25,0.0,0.0,False
2018-02-26,0.23000000000000043,0.23000000000000043,False
2018-02-27,0.0799999999999983,0.08000000000000007,True
2018-02-28,0.28000000000000114,0.35999999999999943,True
2018-03-01,2.4800000000000004,2.4399999999999995,True
2018-03-02,0.39000000000000057,0.3500000000000014,True
2018-03-03,0.1999999999999993,0.1999999999999993,False
2018-03-04,0.0,0.0,False
2018-03-05,0.0,0.0,False
2018-03-06,0.0,0.0,False
2018-03-07,0.0,0.0,False
2018-03-08,0.120000000000001,0.120000000000001,False
2018-03-09,0.0,0.0,False
2018-03-10,0.0,0.0,False
2018-03-11,0.0,0.0,False
2018-03-12,0.75,0.7899999999999991,True
2018-03-13,1.7299999999999969,1.6900000000000013,True
2018-03-14,0.360000000000003,0.35999999999999943,True
2018-03-15,0.8999999999999986,0.9399999999999977,True
2018-03-16,0.1999999999999993,0.16000000000000014,True
2018-03-17,0.1999999999999993,0.20000000000000284,True
2018-03-18,0.0,0.0,False
2018-03-19,0.0,0.0,False
2018-03-20,0.39000000000000057,0.4299999999999997,True
2018-03-21,1.5399999999999991,1.5,True
2018-03-22,2.3200000000000003,2.3200000000000003,False
2018-03-23,0.0,0.0,False
2018-03-24,0.16000000000000014,0.16000000000000014,False
2018-03-25,0.120000000000001,0.11999999999999744,True
2018-03-26,0.0,0.0,False
2018-03-27,0.0,0.0,False
2018-03-28,0.0,0.0,False
2018-03-29,0.0,0.0,False
2018-03-30,0.0,0.0,False
2018-03-31,0.0,0.0,False
2018-04-01,0.0,0.0,False
2018-04-02,0.0,0.0,False
2018-04-03,0.0,0.0,False
2018-04-04,0.0,0.0,False
2018-04-05,0.0,0.0,False
